image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0389a94e9b7702be.jpg,Caido,0.6342471,0.5580317,0.65126085,0.5567593,0.6300869,0.54827327,0.66034853,0.57137376,0.614463,0.5458285,0.63152647,0.6187956,0.56964463,0.5510895,0.6245228,0.6599024,0.4958373,0.50816935,0.69142264,0.66435444,0.43853152,0.45755464,0.471532,0.6556993,0.4318878,0.61309725,0.4188541,0.69023824,0.3228835,0.63221186,0.29595676,0.7005238,0.18454537,0.65517855
img4_706.jpeg,Caido,0.51181334,0.6405155,0.5167366,0.6493687,0.5229335,0.618522,0.0,0.0,0.52301866,0.57156813,0.47579905,0.65035427,0.4634103,0.5155758,0.43122992,0.7365225,0.39345622,0.4901943,0.4078009,0.84179235,0.3852753,0.59725523,0.34029573,0.6409226,0.33133435,0.5584331,0.27196792,0.79439896,0.25798318,0.69694614,0.18049644,0.9186544,0.18468845,0.8264093
000000569225.jpg,Caido,0.20648105,0.21193163,0.2034117,0.18208778,0.17864564,0.20655113,0.22576328,0.14959824,0.0,0.0,0.30909392,0.15828975,0.19918148,0.21872845,0.46921322,0.23250124,0.22342257,0.30059037,0.40081796,0.35794273,0.22030535,0.34463212,0.5318326,0.22609812,0.43454337,0.2751101,0.7827627,0.33409697,0.4515353,0.3582725,0.9013156,0.30000427,0.70646787,0.34127644
051351787.jpg,Caido,0.6746557,0.6455561,0.6918968,0.6546641,0.68157345,0.63555634,0.70881814,0.71181405,0.0,0.0,0.64491856,0.8073,0.6687251,0.72793716,0.5357709,0.82952464,0.57995135,0.6539124,0.51198536,0.6744091,0.55325913,0.49555585,0.4710939,0.7733805,0.50056565,0.7164393,0.38387668,0.53899366,0.40558767,0.5129485,0.26161417,0.4414426,0.2689843,0.41844574
youtuber_10629.png,Caido,0.7145922,0.54110426,0.72918046,0.54064107,0.71874523,0.532569,0.7486377,0.5801468,0.0,0.0,0.69544303,0.674282,0.69781476,0.65121484,0.6027779,0.66491574,0.61023283,0.6450954,0.530946,0.6222811,0.5267776,0.6194685,0.5713019,0.6685167,0.58673066,0.64484805,0.53750396,0.45173058,0.5459182,0.42940697,0.49221298,0.2294553,0.5011368,0.21194649
000000062272.jpg,Caido,0.70475304,0.38880888,0.0,0.0,0.70386726,0.35235253,0.0,0.0,0.6411645,0.29682702,0.5512118,0.32994762,0.5883766,0.38793695,0.47014242,0.3471114,0.59224147,0.5277265,0.3916131,0.3256681,0.6459114,0.48162252,0.31247383,0.46822757,0.34318092,0.48929587,0.23818152,0.55416983,0.37179908,0.6720757,0.09240186,0.5179437,0.2250134,0.66387904
079155820.jpg,Caido,0.27065104,0.5884889,0.26885238,0.58068186,0.25416523,0.60855657,0.28413355,0.61354417,0.25614712,0.68192935,0.3313001,0.6612524,0.30669227,0.73373586,0.0,0.0,0.22166057,0.8022758,0.0,0.0,0.25829363,0.7188672,0.5154101,0.66430324,0.5051674,0.71781754,0.52593726,0.38050207,0.5355961,0.4080355,0.62701577,0.5402217,0.62154144,0.5823083
youtuber_10461.png,Caido,0.78794456,0.61690325,0.7963941,0.63446176,0.79441303,0.6068694,0.78031415,0.6926682,0.7804497,0.6297176,0.7119901,0.7378314,0.7246958,0.67808205,0.617488,0.7329331,0.6393548,0.6637907,0.5458264,0.7557874,0.56602824,0.69564265,0.56590533,0.68151313,0.57946223,0.64523935,0.5326816,0.4475895,0.544127,0.43258277,0.4974231,0.24848336,0.5097727,0.23667538
066283760.jpg,Caido,0.2301507,0.33305013,0.23740654,0.28531396,0.21818228,0.30625698,0.2921804,0.23388134,0.0,0.0,0.37851265,0.2914141,0.2886551,0.3260579,0.40237552,0.59546536,0.29629532,0.5829437,0.36804482,0.85992527,0.3032559,0.7851348,0.5558019,0.23448813,0.49303213,0.2691918,0.66917336,0.37358952,0.58150125,0.38035092,0.7782413,0.37939122,0.6636492,0.40272862
006aef8f368fb953.jpg,Caido,0.82965994,0.3638108,0.85521644,0.38930035,0.85730183,0.31228223,0.83799183,0.42782786,0.8479414,0.24307738,0.72335213,0.500257,0.7301856,0.1904758,0.6207657,0.6533806,0.5706887,0.077577695,0.5303647,0.5920758,0.47203612,0.052424964,0.38531363,0.5428966,0.38434848,0.35726827,0.21069358,0.57741684,0.22900844,0.31021187,0.0,0.0,0.0,0.0
2008_004274.jpeg,Caido,0.5201433,0.32739434,0.5305327,0.32038608,0.0,0.0,0.557183,0.32641336,0.0,0.0,0.56147325,0.3797684,0.5393902,0.36591047,0.5481398,0.4300731,0.0,0.0,0.4861964,0.42187524,0.0,0.0,0.47588497,0.47506964,0.4659408,0.45339856,0.3780534,0.46630123,0.37645766,0.45535517,0.29003984,0.49371135,0.29153836,0.4887163
000000106419.jpg,Caido,0.5171832,0.68111175,0.5374769,0.6499376,0.49272844,0.6482629,0.5839696,0.5926324,0.4486782,0.59035057,0.6373857,0.59078,0.37025318,0.5625971,0.7543842,0.5008434,0.21130338,0.52902687,0.9477807,0.4246192,0.17829174,0.52624756,0.5774904,0.4657117,0.3852908,0.45973474,0.70695186,0.4973963,0.26229805,0.49607506,0.81167233,0.25796986,0.17544892,0.27115107
youtuber_10484.png,Caido,0.7878991,0.6169021,0.79709464,0.63672566,0.7943147,0.609264,0.7803504,0.6911196,0.7779385,0.62694174,0.70533127,0.7339871,0.7245283,0.68793637,0.6203978,0.7376185,0.6441702,0.67369235,0.54709524,0.7504515,0.0,0.0,0.5659246,0.67089885,0.58835906,0.6397865,0.5395774,0.440861,0.5558388,0.4295764,0.5000901,0.22719163,0.51630974,0.19838782
094730690.jpg,Caido,0.634262,0.488709,0.0,0.0,0.63544697,0.4702302,0.0,0.0,0.61300176,0.44794127,0.5625278,0.48820204,0.5617863,0.48455808,0.52471584,0.6040735,0.528426,0.6106977,0.53802186,0.70329744,0.5375822,0.7288908,0.42800975,0.572109,0.42979932,0.54978967,0.33163399,0.63972676,0.31819072,0.6417486,0.2180423,0.6646212,0.2147743,0.68400013
000000032248.jpg,Caido,0.632444,0.79000026,0.6453404,0.8021119,0.6326482,0.7915757,0.6705584,0.81730956,0.0,0.0,0.7162854,0.79811823,0.6005235,0.74080247,0.76886714,0.8380012,0.5491031,0.67990017,0.6967794,0.86772716,0.49757558,0.62979907,0.6937778,0.5978086,0.61550486,0.5690557,0.7426631,0.48130333,0.56164837,0.47375777,0.7577723,0.34487417,0.5055872,0.3708497
2011_004758.jpeg,Caido,0.6157982,0.66141355,0.6139879,0.65551263,0.6075792,0.6622898,0.0,0.0,0.6048869,0.68012863,0.6577415,0.68854505,0.62801623,0.7068193,0.0,0.0,0.6455465,0.7337898,0.0,0.0,0.6748796,0.7557839,0.735795,0.7217767,0.71857935,0.73908544,0.8183109,0.7725776,0.79443306,0.7839733,0.84578806,0.8732553,0.8215999,0.8833048
000000270908.jpg,Caido,0.41571477,0.54650414,0.40539655,0.5719492,0.42700788,0.5645521,0.3703839,0.5915014,0.44674313,0.5717757,0.33202478,0.5426291,0.4739084,0.5173866,0.23889881,0.541795,0.58244944,0.5038001,0.11506081,0.5865974,0.68870145,0.5432776,0.34868804,0.3276067,0.4498022,0.3200367,0.32261515,0.19548772,0.49653184,0.20353583,0.30655128,0.11080089,0.5348234,0.1304752
0_22.jpeg,Caido,0.37155122,0.37840107,0.3778919,0.35787705,0.36169782,0.34760633,0.0,0.0,0.3187763,0.33857462,0.38092226,0.43483904,0.25269035,0.480039,0.46969137,0.5362938,0.22757854,0.6379263,0.57169545,0.51476854,0.2609805,0.70375866,0.4909238,0.60431033,0.41909912,0.7015345,0.6515686,0.5334358,0.5855659,0.8068391,0.7806201,0.73680514,0.7591368,0.8664009
2010_004141.jpeg,Caido,0.73343545,0.42000088,0.7502164,0.39724743,0.7208052,0.3869484,0.0,0.0,0.6882227,0.3621689,0.74817884,0.42386502,0.63272953,0.3886496,0.71154857,0.4862703,0.5832299,0.42890987,0.66229033,0.5171632,0.61823475,0.50094783,0.6375738,0.32469887,0.56414485,0.30370706,0.5822646,0.28053212,0.5081184,0.2964685,0.56765544,0.17781878,0.4971471,0.21140741
000000083426.jpg,Caido,0.42631015,0.43025795,0.44482064,0.4087696,0.39969793,0.41408846,0.500421,0.38660854,0.0,0.0,0.62373334,0.4200742,0.38840148,0.46009684,0.75340927,0.5086604,0.25383547,0.49257612,0.87095547,0.62095255,0.12097577,0.5217764,0.77150536,0.5955379,0.6277446,0.62608147,0.797769,0.40783986,0.5562267,0.47973296,0.91585904,0.62121767,0.7824101,0.6466927
youtuber_12007.png,Caido,0.7225182,0.83391035,0.7383778,0.8468,0.72525537,0.8197774,0.7431005,0.90461135,0.0,0.0,0.6980494,0.92618257,0.6778866,0.89856315,0.7671627,0.95769936,0.0,0.0,0.7604917,0.92309654,0.0,0.0,0.514166,0.9151635,0.51164865,0.86979073,0.4361621,0.7359247,0.43970388,0.71817863,0.37132487,0.9309572,0.36689928,0.91304046
2011_005660.jpeg,Caido,0.615224,0.27103615,0.6557708,0.2679757,0.6165608,0.22464421,0.6956848,0.3077101,0.0,0.0,0.65917975,0.40810546,0.5373768,0.28771526,0.69001186,0.55520654,0.44380197,0.36270276,0.78222877,0.63641393,0.35867444,0.37260744,0.4712084,0.66049916,0.39519924,0.5902819,0.3018966,0.7402252,0.23501419,0.70091826,0.40855113,0.9163569,0.362508,0.8459212
000000369151.jpg,Caido,0.3111758,0.6663637,0.31730053,0.6382752,0.296694,0.6484625,0.35474735,0.5908894,0.289901,0.6096099,0.45248863,0.6224517,0.3213531,0.5548009,0.47272244,0.7487119,0.2664889,0.57567173,0.3309344,0.76310295,0.22290444,0.63694274,0.6090035,0.46931753,0.53364104,0.4516933,0.7219842,0.45372355,0.639055,0.38835672,0.72866327,0.34302828,0.6457902,0.27840382
youtuber_10455.png,Caido,0.7882371,0.6207421,0.7998523,0.63990784,0.7934481,0.610027,0.7871012,0.69377065,0.775099,0.6240545,0.7082529,0.73680574,0.72479916,0.6897858,0.6199701,0.7451794,0.6433545,0.68741846,0.54753685,0.7611726,0.0,0.0,0.5589831,0.6690354,0.5796449,0.63314724,0.5100274,0.45525214,0.52313995,0.44070682,0.4628727,0.23438843,0.4713117,0.20816447
059483038.jpg,Caido,0.5683233,0.6113772,0.5775946,0.5990052,0.56568253,0.58316743,0.0,0.0,0.54536223,0.5113919,0.58377916,0.4963203,0.48293838,0.48766458,0.59370375,0.6902279,0.4503954,0.6932158,0.61242926,0.8401407,0.43919787,0.88887864,0.45035702,0.44411927,0.37758324,0.4137814,0.4567336,0.6886862,0.3435271,0.68333775,0.36779734,0.6812911,0.23321359,0.61995107
073149649.jpg,Caido,0.67817974,0.5558685,0.7057606,0.5660195,0.6885782,0.5281642,0.7409297,0.6278772,0.0,0.0,0.7206928,0.72100085,0.653459,0.55956346,0.73088145,0.8437074,0.56354207,0.47964212,0.7579898,0.7277844,0.49325323,0.46227613,0.4796326,0.72855407,0.45678663,0.60687125,0.296326,0.40737253,0.30592427,0.34179407,0.24104868,0.73468983,0.2552573,0.6800879
000000132114.jpg,Caido,0.7589924,0.3757871,0.0,0.0,0.72488606,0.35264355,0.0,0.0,0.63886493,0.3765622,0.70057875,0.43236506,0.5409378,0.5206673,0.77483433,0.6216854,0.5531688,0.7374089,0.7986493,0.7064989,0.7226931,0.7521904,0.4543333,0.50917995,0.360355,0.5248392,0.3265787,0.45429537,0.18226103,0.54051286,0.24043892,0.3764742,0.11609421,0.4170229
0_1.jpeg,Caido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5459766,0.36927137,0.46019897,0.377882,0.607014,0.42496482,0.34070382,0.4282677,0.6581446,0.4922541,0.33262262,0.5049121,0.5489463,0.58953106,0.4547467,0.6138615,0.7306053,0.6909488,0.37352905,0.7587705,0.83175087,0.5596165,0.30759913,0.78145474
img4_854.jpeg,Caido,0.6674447,0.46515572,0.67243314,0.497132,0.67958707,0.45615986,0.6537587,0.5685253,0.6724737,0.4584366,0.6129624,0.64821714,0.63904047,0.38914698,0.615831,0.6958851,0.68524843,0.31352076,0.6896494,0.5869558,0.7315961,0.42267212,0.42884168,0.53667,0.43408066,0.35906467,0.38334486,0.50774455,0.38013026,0.08164953,0.23099242,0.59827495,0.24156694,0.23819517
0_57.jpeg,Caido,0.43089718,0.2772096,0.44347918,0.25766194,0.42434105,0.28100866,0.50082934,0.28870368,0.0,0.0,0.5889234,0.3557622,0.4004866,0.42049152,0.73158145,0.33712056,0.25320336,0.43244907,0.806926,0.23453984,0.1598888,0.3356275,0.59063166,0.5532402,0.44677177,0.5990238,0.6996165,0.40521193,0.31708643,0.5697721,0.80304706,0.52776796,0.20358582,0.7859808
000000257209.jpg,Caido,0.48491374,0.41662207,0.0,0.0,0.485671,0.40322903,0.0,0.0,0.47597829,0.3851323,0.4408433,0.3940365,0.45554575,0.40910625,0.42958912,0.4938556,0.4548501,0.51235,0.0,0.0,0.45578882,0.6086533,0.35573453,0.45532608,0.3542995,0.4596576,0.42201883,0.5507702,0.3082431,0.5916741,0.34479937,0.6359685,0.21401735,0.6671606
000000367965.jpg,Caido,0.6715356,0.4220359,0.69405615,0.41809407,0.6689536,0.4089081,0.70583797,0.4381632,0.64723563,0.41085455,0.6788827,0.4897615,0.59302056,0.45220956,0.6108724,0.514625,0.52208674,0.4820693,0.57665247,0.44079438,0.5386231,0.43115455,0.6101133,0.61137754,0.55324656,0.57457703,0.49247268,0.67296815,0.47213635,0.5675929,0.34935066,0.83471537,0.33869684,0.70337456
0_32.jpeg,Caido,0.2863134,0.5449278,0.3206504,0.46813217,0.25794122,0.47175172,0.39862317,0.37869635,0.22492123,0.38872233,0.51903224,0.43363887,0.23787381,0.34832266,0.55273044,0.7314003,0.17168754,0.5716094,0.3133521,0.7444014,0.22694865,0.621471,0.67398715,0.23265192,0.5174857,0.2179379,0.79919684,0.2383329,0.66619825,0.1299703,0.8295559,0.093350336,0.7071513,0.0
000000105079.jpg,Caido,0.7053055,0.49768445,0.718067,0.47672257,0.69293916,0.47892594,0.7417037,0.47399396,0.67807496,0.47706753,0.7573802,0.5316916,0.6652889,0.53523713,0.7965957,0.641675,0.0,0.0,0.8074004,0.64077526,0.0,0.0,0.6910802,0.6884909,0.6225451,0.6870606,0.6502622,0.48225394,0.52393144,0.5917013,0.6558065,0.6743676,0.44699755,0.7531277
071999680.jpg,Caido,0.40672004,0.5474886,0.40283266,0.53282523,0.0,0.0,0.4084958,0.49460888,0.0,0.0,0.4485863,0.513388,0.45110586,0.49060455,0.45171773,0.6233539,0.46261802,0.593327,0.407209,0.60330117,0.41852486,0.5805997,0.5574858,0.5294356,0.5590898,0.5321571,0.6409405,0.5838149,0.64336675,0.57693493,0.7412258,0.5949361,0.74453706,0.589517
000000110136.jpg,Caido,0.49535766,0.5439949,0.0,0.0,0.5005744,0.5303813,0.0,0.0,0.49502227,0.49319875,0.43373534,0.45665535,0.46907592,0.5058583,0.426367,0.59333,0.47408733,0.6487946,0.0,0.0,0.53834724,0.716173,0.28810754,0.50080377,0.31086835,0.50420564,0.25371444,0.71466696,0.28454754,0.73915297,0.14783426,0.6841691,0.16515103,0.7322818
2010_004025.jpeg,Caido,0.7737695,0.48040223,0.7923694,0.47977594,0.77342725,0.45667374,0.0,0.0,0.7531717,0.4454098,0.76470816,0.5556145,0.6944974,0.4745852,0.77430433,0.5991238,0.61700845,0.5307417,0.7921229,0.52780086,0.69566023,0.5973712,0.56780326,0.59371084,0.5328934,0.5253043,0.44841334,0.6632957,0.43173653,0.5825224,0.26217875,0.6610746,0.24585925,0.633293
059357525.jpg,Caido,0.6654254,0.5754112,0.6739337,0.6044821,0.6781109,0.5606193,0.6624248,0.6584599,0.6807237,0.5567637,0.5978719,0.6236945,0.63470197,0.51875174,0.50636506,0.65661,0.5708234,0.4493477,0.4707724,0.5813941,0.5603351,0.42908671,0.4367219,0.5019617,0.45557454,0.4277619,0.330523,0.3111471,0.33746046,0.28287974,0.29629812,0.5632129,0.30735525,0.5229376
053568897.jpg,Caido,0.72917473,0.67621505,0.74210906,0.7031863,0.741116,0.6617117,0.7307946,0.7521766,0.73073554,0.648095,0.63937026,0.7586453,0.68536663,0.6624275,0.5491422,0.7938195,0.63283986,0.625565,0.4687981,0.79343665,0.6214379,0.5821057,0.49107546,0.6378286,0.5274756,0.5737181,0.3805387,0.420303,0.3982391,0.40102613,0.23877111,0.37057292,0.25614515,0.336807
082163690.jpg,Caido,0.17456323,0.52589047,0.17066742,0.50002146,0.0,0.0,0.1777313,0.45238486,0.0,0.0,0.24118134,0.48347524,0.24090777,0.48267978,0.26117802,0.6854621,0.26893708,0.6502777,0.2580607,0.8386578,0.2622286,0.8195958,0.45342448,0.46364203,0.45789284,0.4743643,0.57465786,0.65206623,0.58190733,0.574772,0.7331518,0.71533865,0.7305422,0.63486326
0_48.jpeg,Caido,0.8480735,0.31058317,0.8635392,0.33355132,0.853046,0.28862703,0.0,0.0,0.8213659,0.3009442,0.80815554,0.5274212,0.714888,0.3336057,0.8725519,0.6623951,0.5379564,0.26998505,0.9634401,0.5487174,0.45265055,0.15874399,0.55059385,0.5896467,0.501356,0.45140365,0.43495205,0.55044544,0.34069934,0.39640284,0.19824141,0.71058726,0.13311972,0.48361963
0_49.jpeg,Caido,0.85510236,0.313628,0.87556344,0.3237769,0.859009,0.3007113,0.8815712,0.38166147,0.84543496,0.31906107,0.8357196,0.49185976,0.795969,0.36333305,0.8069527,0.6327147,0.7088178,0.26857024,0.769159,0.74299496,0.7178447,0.1605991,0.634147,0.55150586,0.6222392,0.4757799,0.52271307,0.32231563,0.51805466,0.30527437,0.42388043,0.34000048,0.43877527,0.3307776
0_58.jpeg,Caido,0.36212796,0.27553886,0.36495784,0.2536275,0.33819646,0.26794294,0.38519385,0.26851448,0.3025062,0.30104253,0.4233053,0.345035,0.27468097,0.3856177,0.5292212,0.24033733,0.14464371,0.43376106,0.58063227,0.14738235,0.085328534,0.37795857,0.5530666,0.5876875,0.4329399,0.5966597,0.7555163,0.735252,0.45894668,0.5227406,0.9092437,0.9007412,0.54475874,0.7380145
2011_000507.jpeg,Caido,0.63048774,0.53271437,0.6612608,0.47122318,0.5756033,0.48944542,0.70689493,0.43654,0.5020101,0.47872093,0.75879204,0.46876147,0.4941683,0.53182536,0.8695929,0.55876553,0.46242228,0.6740342,0.89112556,0.6744693,0.48095307,0.7563604,0.8028669,0.40899414,0.66035163,0.45109588,0.90092486,0.40932772,0.71208316,0.43692416,0.90538085,0.29214147,0.75415933,0.29229107
000000232820.jpg,Caido,0.30249897,0.5900672,0.30422878,0.5783342,0.0,0.0,0.32406035,0.5747615,0.0,0.0,0.34129792,0.6182444,0.37313995,0.5972465,0.3357393,0.69828796,0.37432572,0.69577235,0.312558,0.783635,0.34789047,0.78733975,0.44887635,0.70822406,0.4724184,0.70401955,0.49861866,0.7574515,0.51937085,0.7181694,0.55082005,0.7327176,0.5714728,0.7105388
019248077.jpg,Caido,0.29399002,0.42221272,0.28797582,0.4067985,0.28161654,0.4110543,0.0,0.0,0.26017252,0.44327992,0.28438213,0.5413501,0.28160924,0.55230725,0.28102407,0.70588255,0.28486365,0.7139739,0.27570474,0.8583738,0.27994835,0.8725315,0.4384473,0.67496043,0.44384062,0.69493186,0.57423514,0.740479,0.58319706,0.6596089,0.71104646,0.77335715,0.74758285,0.6839793
youtuber_11157.png,Caido,0.7496716,0.56182003,0.7631528,0.57425594,0.75376517,0.5555315,0.76524067,0.6278525,0.0,0.0,0.69984746,0.69221765,0.7032676,0.6626501,0.6137125,0.69606376,0.6270266,0.65622,0.5395667,0.68182474,0.0,0.0,0.57016766,0.65774065,0.5852091,0.63144314,0.53899175,0.43245062,0.5487657,0.41677985,0.49355328,0.21021377,0.5056166,0.18689875
youtuber_10512.png,Caido,0.7876883,0.61626905,0.7969524,0.63728154,0.79412514,0.60935473,0.78000736,0.6930052,0.7773869,0.6277865,0.70416564,0.7347118,0.7227083,0.69058686,0.61895007,0.74109954,0.6425244,0.67969596,0.5475956,0.75256914,0.0,0.0,0.56303304,0.67327625,0.5855466,0.6429236,0.53911006,0.44004083,0.55729264,0.42971158,0.49956223,0.22474755,0.51608384,0.1965188
0_108.jpeg,Caido,0.29547274,0.4441368,0.29981065,0.42178085,0.28201935,0.42891282,0.31872225,0.3970298,0.27283478,0.41540876,0.37242365,0.42392316,0.30388692,0.45159286,0.3754169,0.5084944,0.29590815,0.53224635,0.32814747,0.5897955,0.2543685,0.5779471,0.49486232,0.40671495,0.4575182,0.4227978,0.64099574,0.41658697,0.5840918,0.3995057,0.6818434,0.25976437,0.638893,0.23984115
000000377198.jpg,Caido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63157696,0.29447934,0.544106,0.24882387,0.6174932,0.28190625,0.0,0.0,0.6234987,0.4037765,0.0,0.0,0.6257239,0.5366955,0.46572074,0.25122622,0.5236317,0.26198876,0.40078458,0.4255848,0.5034236,0.43486893,0.3243715,0.5262616,0.46594974,0.4743449
062921919.jpg,Caido,0.71513253,0.6852429,0.7220029,0.7040851,0.0,0.0,0.7104863,0.7519401,0.0,0.0,0.6491117,0.7867414,0.6712797,0.7426165,0.58147055,0.7951174,0.5995156,0.7148628,0.5296967,0.8159153,0.527795,0.76030725,0.5633318,0.6502802,0.59153557,0.631993,0.60642827,0.41748545,0.6272732,0.41703695,0.62565607,0.25126305,0.65728706,0.21164632
2011_000644.jpeg,Caido,0.32597384,0.5663268,0.32622734,0.54076254,0.30351168,0.5593146,0.32949933,0.5293776,0.27236086,0.57261986,0.36198154,0.5985834,0.2642666,0.63009816,0.36376193,0.7118328,0.2121107,0.71892786,0.2727787,0.73664576,0.23989585,0.73413086,0.5005716,0.6676739,0.44911474,0.710425,0.65948844,0.68441045,0.6442971,0.73060393,0.80570424,0.69912857,0.8004824,0.70111537
000000026283.jpg,Caido,0.64588445,0.6700517,0.655811,0.6572563,0.6366922,0.6608577,0.6758209,0.6572673,0.0,0.0,0.68625826,0.7082721,0.6343056,0.72017276,0.6415665,0.7357134,0.0,0.0,0.5916866,0.7495633,0.0,0.0,0.6701706,0.82092226,0.62199384,0.816087,0.6515793,0.84943783,0.5633367,0.8268743,0.7268807,0.920694,0.5185939,0.89318275
000000040261.jpg,Caido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158604,0.5401015,0.5986656,0.6130203,0.6476446,0.57174295,0.6043995,0.67857313,0.68711156,0.6038385,0.61161107,0.7325645,0.7058226,0.6301685,0.6400718,0.68486094,0.6740336,0.66620797,0.6264112,0.66363525,0.68001765,0.6467459,0.6359813,0.7183198,0.68779916,0.7014439
